,code,pe_ratio
2839,600161.XSHG,63.99
2840,300628.XSHE,46.56
2841,300027.XSHE,48.8
2842,000825.XSHE,11.58
2843,600588.XSHG,94.83
2844,600570.XSHG,-2110.3401
2845,300159.XSHE,94.45
2846,300267.XSHE,21.98
2847,600498.XSHG,30.39
2848,600320.XSHG,105.31
2849,002219.XSHE,59.18
2850,600497.XSHG,-18.37
2851,002074.XSHE,25.93
2852,601608.XSHG,-15.11
2853,600754.XSHG,33.02
2854,000983.XSHE,28.39
2855,002385.XSHE,25.81
2856,000425.XSHE,60.64
2857,002174.XSHE,35.54
2858,002050.XSHE,27.12
2859,000623.XSHE,14.15
2860,300315.XSHE,54.54
2861,600393.XSHG,27.73
2862,300251.XSHE,34.42
2863,600808.XSHG,9.91
2864,002807.XSHE,31.69
2865,000401.XSHE,50.29
2866,600804.XSHG,32.67
2867,601928.XSHG,20.36
2868,000596.XSHE,27.71
2869,002013.XSHE,40.65
2870,601966.XSHG,25.11
2871,002542.XSHE,98.89
2872,002589.XSHE,31.52
2873,002092.XSHE,10.11
2874,300266.XSHE,102.0
2875,600026.XSHG,12.97
2876,000062.XSHE,56.67
2877,000559.XSHE,30.18
2878,300182.XSHE,26.01
2879,000820.XSHE,69.7
2880,600739.XSHG,18.81
2881,000600.XSHE,24.92
2882,002399.XSHE,135.2
2883,600633.XSHG,15.02
2884,000961.XSHE,62.39
2885,000987.XSHE,34.55
2886,000050.XSHE,36.47
2887,600895.XSHG,34.85
2888,600827.XSHG,30.21
2889,300115.XSHE,34.62
2890,600079.XSHG,29.41
2891,002583.XSHE,81.93
2892,000786.XSHE,21.26
2893,300418.XSHE,41.45
2894,601801.XSHG,18.1
2895,601021.XSHG,29.37
2896,002640.XSHE,56.02
2897,002180.XSHE,-28.46
2898,002426.XSHE,69.36
2899,600038.XSHG,57.92
2900,000513.XSHE,31.77
2901,600649.XSHG,13.31
2902,000629.XSHE,-4.54
2903,002500.XSHE,47.38
2904,600809.XSHG,33.94
2905,002081.XSHE,15.57
2906,000998.XSHE,46.13
2907,601000.XSHG,19.22
2908,600566.XSHG,26.18
2909,603885.XSHG,22.0
2910,603799.XSHG,75.32
2911,600160.XSHG,72.55
2912,600056.XSHG,26.36
2913,600642.XSHG,11.3
2914,000792.XSHE,-402.45
2915,601099.XSHG,47.96
2916,601872.XSHG,16.96
2917,002271.XSHE,26.02
2918,000887.XSHE,27.99
2919,600372.XSHG,71.4
2920,600176.XSHG,16.83
2921,600021.XSHG,41.96
2922,002143.XSHE,37.04
2923,000066.XSHE,204.01
2924,002831.XSHE,30.41
2925,002311.XSHE,31.82
2926,000826.XSHE,25.56
2927,002841.XSHE,36.9
2928,000723.XSHE,26.98
2929,002280.XSHE,86.5
2930,601128.XSHG,26.57
2931,600373.XSHG,20.59
2932,600699.XSHG,52.92
2933,000027.XSHE,22.8
2934,000630.XSHE,69.57
2935,601179.XSHG,23.88
2936,000539.XSHE,40.31
2937,300017.XSHE,23.84
2938,002714.XSHE,10.92
2939,600908.XSHG,31.46
2940,600578.XSHG,23.32
2941,600376.XSHG,19.41
2942,000540.XSHE,10.11
2943,600487.XSHG,19.72
2944,600350.XSHG,9.29
2945,000418.XSHE,23.33
2946,000999.XSHE,23.23
2947,601231.XSHG,29.3
2948,600155.XSHG,-360.94
2949,002773.XSHE,54.11
2950,600820.XSHG,17.66
2951,600219.XSHG,21.61
2952,600867.XSHG,43.44
2953,300144.XSHE,31.48
2954,000778.XSHE,47.57
2955,002032.XSHE,25.95
2956,002217.XSHE,30.18
2957,601098.XSHG,16.75
2958,600528.XSHG,195.5
2959,002601.XSHE,30.34
2960,000883.XSHE,15.73
2961,601012.XSHG,17.9
2962,600704.XSHG,13.61
2963,600369.XSHG,51.86
2964,000981.XSHE,60.1
2965,300024.XSHE,74.81
2966,600074.XSHG,37.41
2967,000627.XSHE,28.43
2968,002065.XSHE,26.13
2969,000408.XSHE,34.64
2970,600352.XSHG,14.03
2971,601333.XSHG,28.1
2972,002460.XSHE,64.1
2973,600583.XSHG,48.99
2974,002839.XSHE,45.29
2975,300296.XSHE,42.04
2976,002294.XSHE,22.61
2977,600998.XSHG,34.74
2978,002797.XSHE,60.33
2979,600118.XSHG,80.91
2980,600874.XSHG,69.33
2981,300033.XSHE,27.68
2982,002007.XSHE,38.51
2983,000028.XSHE,26.97
2984,600153.XSHG,11.06
2985,000157.XSHE,-173.33
2986,600089.XSHG,14.56
2987,600150.XSHG,-11.74
2988,601117.XSHG,19.4
2989,002602.XSHE,65.02
2990,000876.XSHE,13.5
2991,600170.XSHG,15.76
2992,300156.XSHE,46.78
2993,601555.XSHG,22.67
2994,600436.XSHG,54.01
2995,600522.XSHG,19.45
2996,601611.XSHG,41.2
2997,000402.XSHE,13.18
2998,300122.XSHE,1005.97
2999,300015.XSHE,57.2
3000,002572.XSHE,49.54
3001,002493.XSHE,14.37
3002,600236.XSHG,15.76
3003,002008.XSHE,43.65
3004,600271.XSHG,22.18
3005,000839.XSHE,174.36
3006,601155.XSHG,10.73
3007,600299.XSHG,21.62
3008,600109.XSHG,27.68
3009,601997.XSHG,9.24
3010,300136.XSHE,53.39
3011,000728.XSHE,24.71
3012,600489.XSHG,90.85
3013,002075.XSHE,110.28
3014,600177.XSHG,14.25
3015,002085.XSHE,36.03
3016,300003.XSHE,48.76
3017,000656.XSHE,28.67
3018,601158.XSHG,27.29
3019,000959.XSHE,23.15
3020,601718.XSHG,27.89
3021,300408.XSHE,34.02
3022,002044.XSHE,101.62
3023,600715.XSHG,56.95
3024,000898.XSHE,11.18
3025,600909.XSHG,59.98
3026,601880.XSHG,66.07
3027,600008.XSHG,60.35
3028,002508.XSHE,29.14
3029,300124.XSHE,39.85
3030,600682.XSHG,76.88
3031,600977.XSHG,42.59
3032,002468.XSHE,29.38
3033,601877.XSHG,17.8
3034,601216.XSHG,21.67
3035,002202.XSHE,14.26
3036,000415.XSHE,16.3
3037,600111.XSHG,253.75
3038,002411.XSHE,45.45
3039,600406.XSHG,27.83
3040,601375.XSHG,58.64
3041,600959.XSHG,47.46
3042,002230.XSHE,83.56
3043,002608.XSHE,48.1
3044,600674.XSHG,12.03
3045,600685.XSHG,466.02
3046,000564.XSHE,73.18
3047,600208.XSHG,6.83
3048,600100.XSHG,-35.8
3049,600515.XSHG,51.47
3050,002456.XSHE,53.57
3051,600415.XSHG,27.65
3052,600398.XSHG,13.39
3053,600485.XSHG,54.36
3054,603160.XSHG,44.42
3055,000100.XSHE,23.96
3056,600066.XSHG,10.79
3057,601866.XSHG,27.36
3058,600085.XSHG,45.05
3059,600600.XSHG,39.97
3060,600535.XSHG,35.87
3061,000046.XSHE,13.0
3062,000423.XSHE,22.95
3063,000338.XSHE,13.9
3064,600332.XSHG,27.84
3065,600390.XSHG,31.34
3066,002624.XSHE,34.28
3067,002466.XSHE,27.21
3068,600157.XSHG,62.19
3069,000963.XSHE,29.24
3070,002146.XSHE,10.72
3071,601198.XSHG,33.3
3072,002625.XSHE,613.98
3073,603833.XSHG,47.89
3074,002120.XSHE,37.36
3075,002673.XSHE,45.39
3076,600377.XSHG,13.59
3077,600068.XSHG,13.53
3078,300059.XSHE,68.34
3079,600027.XSHG,31.05
3080,600816.XSHG,14.01
3081,002310.XSHE,36.57
3082,000709.XSHE,23.34
3083,600482.XSHG,44.98
3084,000783.XSHE,23.03
3085,600339.XSHG,31.81
3086,000768.XSHE,129.31
3087,601377.XSHG,22.4
3088,000413.XSHE,38.87
3089,002555.XSHE,38.68
3090,002236.XSHE,26.44
3091,600383.XSHG,7.36
3092,600297.XSHG,16.57
3093,000039.XSHE,79.04
3094,603858.XSHG,28.17
3095,600188.XSHG,14.3
3096,600886.XSHG,14.19
3097,600031.XSHG,59.73
3098,600362.XSHG,45.98
3099,600893.XSHG,57.53
3100,002010.XSHE,89.19
3101,600871.XSHG,-3.34
3102,601888.XSHG,28.92
3103,600221.XSHG,21.04
3104,600061.XSHG,23.56
3105,601919.XSHG,-10.56
3106,600705.XSHG,23.78
3107,000938.XSHE,50.64
3108,002241.XSHE,31.76
3109,600547.XSHG,39.75
3110,601225.XSHG,10.33
3111,600926.XSHG,13.75
3112,600637.XSHG,18.85
3113,600660.XSHG,17.52
3114,600233.XSHG,41.15
3115,002475.XSHE,47.57
3116,601228.XSHG,86.11
3117,300104.XSHE,108.35
3118,600741.XSHG,9.94
3119,300070.XSHE,30.17
3120,601212.XSHG,266.29
3121,601600.XSHG,81.13
3122,601808.XSHG,-5.69
3123,600309.XSHG,11.64
3124,002739.XSHE,46.18
3125,601009.XSHG,7.41
3126,601933.XSHG,42.61
3127,000568.XSHE,31.05
3128,600795.XSHG,17.02
3129,000625.XSHE,6.62
3130,000895.XSHE,15.91
3131,002142.XSHE,8.29
3132,601788.XSHG,22.47
3133,601607.XSHG,20.62
3134,601991.XSHG,-25.62
3135,000069.XSHE,9.84
3136,601899.XSHG,25.09
3137,600688.XSHG,10.42
3138,601901.XSHG,33.02
3139,300072.XSHE,37.96
3140,002450.XSHE,33.67
3141,601898.XSHG,20.74
3142,600703.XSHG,29.85
3143,601018.XSHG,31.07
3144,603993.XSHG,50.17
3145,300433.XSHE,58.18
3146,600196.XSHG,25.45
3147,600023.XSHG,13.15
3148,600009.XSHG,25.63
3149,600663.XSHG,27.85
3150,600029.XSHG,20.08
3151,601992.XSHG,26.44
3152,000063.XSHE,-38.24
3153,600690.XSHG,15.68
3154,600958.XSHG,32.15
3155,600606.XSHG,11.76
3156,000538.XSHE,30.81
3157,600115.XSHG,20.03
3158,601727.XSHG,46.72
3159,600010.XSHG,114.51
3160,002558.XSHE,76.58
3161,600340.XSHG,13.92
3162,002024.XSHE,90.62
3163,002252.XSHE,66.15
3164,601618.XSHG,18.74
3165,600518.XSHG,30.39
3166,600919.XSHG,9.65
3167,603288.XSHG,35.04
3168,002736.XSHE,22.35
3169,600999.XSHG,18.62
3170,600015.XSHG,5.54
3171,600585.XSHG,11.52
3172,000166.XSHE,20.64
3173,600048.XSHG,8.53
3174,601633.XSHG,10.98
3175,002027.XSHE,23.21
3176,600887.XSHG,19.63
3177,601989.XSHG,151.21
3178,601985.XSHG,24.64
3179,601881.XSHG,22.09
3180,600011.XSHG,26.54
3181,601669.XSHG,17.28
3182,601688.XSHG,18.81
3183,000776.XSHE,14.33
3184,300498.XSHE,11.98
3185,002304.XSHE,20.38
3186,601006.XSHG,15.09
3187,601169.XSHG,7.32
3188,601111.XSHG,22.61
3189,600019.XSHG,11.83
3190,002594.XSHE,27.55
3191,601229.XSHG,9.48
3192,600276.XSHG,50.75
3193,600018.XSHG,20.57
3194,000725.XSHE,34.84
3195,000617.XSHE,26.23
3196,000001.XSHE,6.57
3197,601336.XSHG,31.33
3198,001979.XSHE,14.24
3199,601211.XSHG,15.69
3200,601186.XSHG,11.0
3201,600050.XSHG,560.14
3202,600837.XSHG,19.43
3203,601238.XSHG,21.3
3204,000858.XSHE,23.91
3205,601818.XSHG,5.9
3206,600030.XSHG,17.27
3207,601390.XSHG,15.16
3208,000651.XSHE,12.23
3209,000002.XSHE,10.13
3210,002352.XSHE,51.76
3211,000333.XSHE,15.19
3212,601800.XSHG,13.75
3213,002415.XSHE,31.61
3214,601601.XSHG,21.28
3215,601668.XSHG,8.92
3216,601766.XSHG,26.97
3217,600016.XSHG,5.9
3218,601998.XSHG,6.95
3219,600900.XSHG,14.76
3220,601166.XSHG,5.89
3221,600000.XSHG,6.05
3222,600104.XSHG,10.29
3223,601088.XSHG,13.1
3224,601328.XSHG,6.52
3225,600036.XSHG,8.13
3226,600519.XSHG,30.85
3227,600028.XSHG,12.44
3228,601628.XSHG,37.04
3229,601318.XSHG,11.58
3230,601988.XSHG,6.46
3231,601288.XSHG,6.02
3232,601857.XSHG,50.79
3233,601939.XSHG,6.48
3234,601398.XSHG,6.36
